Job Title,Company Name,Language and Tools,City,Province,Type of Work,Seniority
Senior Business Analyst,Prophecy Technologies Corp,"Python, Knowledge management, SQL, Visio, Project management",London,ON,In Person,Senior
Business Systems Analyst,Tenaquip Limitee,"Bilingual, Tableau, Warehouse management system, Python, Tableau",Senneville,QC,In Person,Not Applicable
"Analyst, Business Systems",MHI RJ Aviation ULC,"Python, Computer science, Power BI, SQL, Azure",Downsview,ON,In Person,Not Applicable
Analyst - Accounts Payable,Kinross Gold Corporation,"No SQL, SQL, JD Edwards, Financial auditing, ERP systems",Toronto,ON,In Person,Not Applicable
Business Analyst Staff,NORSAT INTERNATIONAL INC,"Python, No SQL, Power BI, SQL, Microsoft Outlook",Richmond,BC,In Person,Not Applicable
Business Analyst Staff,NORSAT INTERNATIONAL INC,"Python, No SQL, Power BI, SQL, Microsoft Outlook",Richmond,QC,In Person,Not Applicable
Business Analyst Staff,NORSAT INTERNATIONAL INC,"Python, No SQL, Power BI, SQL, Microsoft Outlook",Richmond,NB,In Person,Not Applicable
Technical Platform Analyst ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Data Visualization,Canadian Tire Corporation,"Power BI, Data modeling, Azure, Business intelligence, Statistics",Toronto,ON,In Person,Not Applicable
Senior Data Analyst,Canadian Tire Corporation,"Azure, Big data, Spark, Google Cloud Platform, Apache Hive",Oakville,ON,In Person,Senior
"Sr. Analyst, Master Data",Aecon Group,"Sourcing, Power BI, SQL, Visual Basic, SAP",Toronto,ON,In Person,Not Applicable
Operations Analyst,Tim Hortons | Company #4020653,"SQL, SAS",London,ON,In Person,Not Applicable
Business Analyst,Energy Safety Canada,"DevOps, Business analysis, Office Suite, Change management, Database design",Calgary,AB,In Person,Not Applicable
Data Analyst (DAD/NACRS Coder) - Decision Support - Temporary Full-Time 2024-7887,Sunnybrook Health Sciences Centre,"Windows, Typing, No SQL",Toronto,ON,In Person,Not Applicable
Operations Analyst (Business Operations),Western University,"Python, SQL, Statistics, Process improvement, Office Suite",London,ON,In Person,Not Applicable
Marketing Database Analyst,CAA Club Group,"Power BI, SAS, Tableau, Databases, SQL",Thornhill,ON,In Person,Not Applicable
"Senior Data Analyst, Data Analysis Chapter",EDC,"Bilingual, Tableau, Power BI, Data modeling, Azure",Ottawa,ON,In Person,Senior
ERP Data Analyst,Velixo,"Computer science, Sage, SQL, Enterprise software, ERP systems",Montreal,QC,In Person,Not Applicable
Calgary Based Data Analyst I-III - MFL/GEO Pipeline In-Line Inspection & Data IMU Analyst,Entegra LLP,"SQL, Office Suite",Leduc,AB,In Person,Not Applicable
Business Analyst,Bayshore HealthCare,"Jira, Power BI, Visio, Office Suite, Software development",Mississauga,ON,In Person,Not Applicable
Data Analyst (Product Engineering),Can-Tech Services,"Data structures, Databases, Change management, Computer networking, Contracts",Ontario,ON,In Person,Not Applicable
Capital & Maintenance Program Analyst,Toronto Hydro,"No SQL, Program management, SQL, Microsoft Access, SAP",Toronto,ON,In Person,Not Applicable
SENIOR DATA ENGINEER & ANALYST,Life House Group,"Math, Software development, Data warehouse",Montreal,QC,In Person,Senior
Business Analyst,MacDon Industries Ltd.,"Python, No SQL, SQL, ERP systems, Visio",Winnipeg,MB,In Person,Not Applicable
Business Analyst with BI,C.G.I.,"Bilingual, Tableau, Power BI, SQL, Azure",Montreal,QC,In Person,Not Applicable
Statistical Programmer Analyst,SCiAN Services,"Statistics, SAS, No SQL",Toronto,ON,In Person,Not Applicable
Inventory Analyst,Labatt Breweries Canada,"SAP, Process improvement, Office Suite, Computer skills",Mississauga,ON,In Person,Not Applicable
Capital Surveillance Analyst - Investor Relations,S&P Global,"Python, No SQL, SQL, Python, Data analytics",Toronto,ON,In Person,Not Applicable
"Analyst, Data Management Operations - 12 month contract",Ontario Teachers' Pension Plan,"Python, Investment, Computer science, Power BI, SQL",Toronto,ON,In Person,Not Applicable
Supply Chain Replenishment Analyst,Specialty Health Network Inc.,"Python, No SQL, SQL, Microsoft Outlook, ERP systems",Mississauga,ON,In Person,Not Applicable
Procurement Analyst,Dens 'N Dente Healthcare,"Python, No SQL, SQL, Procurement, Supply chain",Richmond Hill,ON,In Person,Not Applicable
Power BI Report Developer 7692-3015,Foilcon,"Power BI, Relational databases, UX, Business requirements, No SQL",Toronto,ON,In Person,Not Applicable
Product Analyst,Rekuten Global,"Tableau, SQL, Data analytics",Toronto,ON,In Person,Not Applicable
Technology Risk Analyst,BMO Financial Group,Computer science,Toronto,ON,In Person,Not Applicable
Business Analyst,Cloudtrend Inc.,"Enterprise software, Performance testing, Change management, Project management, System testing",Edmonton,AB,In Person,Not Applicable
Business Analyst,Wellington Catholic District School Board,"SQL, Business intelligence, Process improvement, Administrative experience, Computer skills",Guelph,ON,In Person,Not Applicable
EMR Analyst,Medicentres Canada Inc.,"Statistics, Project management, Presentation skills, EMR systems, No SQL",Newmarket,ON,In Person,Not Applicable
Performance Media Analyst,Dentsu Media,"Python, SQL, Facebook Advertising, Math, Presentation skills",Toronto,ON,In Person,Not Applicable
Medical Information Analyst (Health Information Management Professional) (12 Month Term),Canadian Medical Protective Association,"Python, Tableau, SQL, Microsoft Outlook, Medical office experience",Ottawa,ON,In Person,Not Applicable
Business Analyst,Coniah Consulting Inc.,"Azure, DevOps, Statistics, User acceptance testing, Business requirements",Regina,SK,In Person,Not Applicable
Senior HR Research Analyst - (Specialization in HR Technology and/or Data & Analytics),McLean & Co,"Python, SQL, Statistics, Statistics, Presentation skills",Toronto,ON,In Person,Senior
Analyste spÃƒÆ’Ã‚Â©cialisÃƒÆ’Ã‚Â© en informatique/ Specialized Data Analyst 1000-846,Ungava Tulattavik Health Center,"Bilingual, Tableau, Python, Chef",Quebec,QC,In Person,Not Applicable
Senior IT Business Analyst - Vancouver,Lantic Inc.,"Bilingual, Tableau, Computer science, Power BI, ERP systems",Vancouver,BC,In Person,Senior
Pricing Analyst,AutoTrader.ca,"Pricing, Business intelligence, Sales, .NET, Statistical analysis",Midtown Toronto,ON,In Person,Not Applicable
data warehouse analyst,Viana Inc.,"XML, Visual Basic, Objective-C, Python, Windows",Woodbridge,ON,In Person,Not Applicable
Sr. Business Analyst,FirstOntario Credit Union,SQL,Hamilton,ON,In Person,Not Applicable
Business Analyst ll,Portage Mutual Insurance,"Jira, Business analysis, SQL, Statistics, Agile",Portage La Prairie,MB,In Person,Not Applicable
Data & System Analyst GTS,BRP,"Bilingual, Tableau, Power BI, Python, Statistics",Sherbrooke,QC,In Person,Not Applicable
Technical Business Analyst HANA,Seven Hills Technology inc,"Program management, Azure, SAP HANA, Kanban, SAP",Toronto,ON,In Person,Not Applicable
Business Systems Analyst,CIBC,"Tableau, Office Suite, Agile, Business requirements, Requirements gathering",Toronto,ON,In Person,Not Applicable
Data Analytics Senior Analyst - C12 - MISSISSAUGA,Citi,"Oracle, SAS, SQL, SQL, Statistics",Mississauga,ON,In Person,Senior
Business Analyst (Contract),Intelliware,"Business analysis, Presentation skills, Agile, Business requirements",Toronto,ON,In Person,Not Applicable
database analyst,CHAVA GLOBAL SOFTWARE SOLUTIONS LTD.,Python,Markham,ON,In Person,Not Applicable
database analyst,Avari Wireless Corporation,Python,Burnaby,BC,In Person,Not Applicable
"Business Analyst, Commercial Services (Commercial Banking Analyst)",FirstOntario Credit Union,Unknown,St. Catharines,ON,In Person,Not Applicable
database analyst,AG IT Consulting,"Python, Databases, Computer skills",Concord,ON,In Person,Not Applicable
Business Analyst,Infosys,"Jira, Power BI, SQL, Sales, Tableau",Markham,ON,In Person,Not Applicable
business systems analyst,Gold Valley Daycare & Osc,Python,Leduc,AB,In Person,Not Applicable
statistical analyst,APPLIED CONSUMER & CLINICAL EVALUATIONS INC.,"Python, Research",Mississauga,ON,In Person,Not Applicable
Servicing Analyst,BMO Financial Group,"Filing, Statistics, No SQL",Toronto,ON,In Person,Not Applicable
data analyst - informatics and systems,ISSI-Tec Manufacturing Inc.,"MATLAB, SQL, ADP, Laboratory experience, Visio",North Vancouver,BC,In Person,Not Applicable
Senior Data Analyst,V-Tech Solutions,"Tableau, Power BI, Data modeling, Azure, Relational databases",Montreal,QC,In Person,Senior
database analyst,Infitious Technologies,"Python, No SQL",Hamilton,ON,In Person,Not Applicable
database analyst,MYCANADAPAYDAY.COM,"Python, Databases, SQL, Computer skills, Python",Dartmouth,NS,In Person,Not Applicable
database analyst,Technology Solutions,Python,Mississauga,ON,In Person,Not Applicable
Policy Analyst,Government of Alberta,"Research, No SQL, Strategic planning, Time management",Edmonton,AB,In Person,Not Applicable
Senior Technical Business Analyst,Canadian Cancer Society,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",Victoria,BC,In Person,Senior
Senior Technical Business Analyst,Canadian Cancer Society,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",Victoria,NL,In Person,Senior
Senior Technical Business Analyst,Canadian Cancer Society,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",Victoria,MB,In Person,Senior
S - Senior IT Business Analyst (Vancouver),Lantic Inc.,"Bilingual, Tableau, Computer science, Power BI, ERP systems",Vancouver,BC,In Person,Senior
Accounts Receivable Analyst,Niche Bakers Corp,"No SQL, Accounts receivable, SQL, Microsoft Outlook, Financial auditing",Etobicoke,ON,In Person,Not Applicable
information technology (IT) data analyst,AG Marketing & Development Group Inc,"Python, No SQL",Mississauga,ON,In Person,Not Applicable
Technical Support Analyst ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ IT / Database Management,Seequent,"Customer service, Database management, Computer networking",Toronto,ON,In Person,Not Applicable
IT Business Analyst - Regular Full-Time,District of Squamish,"ERP systems, System design, Databases, Business development, Driving",Squamish,BC,In Person,Not Applicable
Senior Digital & Ecommerce Data Analyst,G Adventures,"Business intelligence, Relational databases, Salesforce, SQL, Digital marketing",Toronto,ON,In Person,Senior
Business Analyst 7735-0214,Foilcon,"Power BI, Waterfall, Customer service, DevOps, ERP systems",Toronto,ON,In Person,Not Applicable
Senior Quantitative Equity Analyst ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Alternative Data,"Connor, Clark & Lunn Financial Group","Investment, SQL",Vancouver,BC,In Person,Senior
Statistical Analyst,ITK,"Tableau, Statistical software, Computer operation, SAS, Word processing",Ottawa,ON,In Person,Not Applicable
Data Analyst ERP Project (3 Years Contract),Sobeys,"SAP, Merchandising, ERP systems, Process improvement, Continuous improvement",Stellarton,NS,In Person,Not Applicable
Facility Asset Management Data Analyst,City of Edmonton,"Computer operation, SQL, SAP, Presentation skills",Edmonton,AB,In Person,Not Applicable
Insurance Claims Analyst,BGIS,"Tableau, Power BI, SQL, Microsoft Access, Relational databases",Markham,ON,In Person,Not Applicable
Allocations Analyst,Arc'teryx,"SQL, Statistics, No SQL",North Vancouver,BC,In Person,Not Applicable
"Business and Quality Assurance Analyst, Scotiabank",Scotiabank,"Agile, Business requirements, No SQL",Toronto,ON,In Person,Not Applicable
Senior Business Systems Analyst (Data),Project X,"Power BI, Azure, Oracle, Business intelligence, Waterfall",Toronto,ON,In Person,Senior
"Senior Analyst, Franchise Acceptance Performance",Mastercard,"Python, No SQL, Power BI, SQL, Microsoft Access",Toronto,ON,In Person,Senior
Market Research Analyst - Englewood 1/22/13,Karcher North America,"SQL, SAP, Writing skills, Research, Presentation skills",Mississauga,ON,In Person,Not Applicable
Business Analyst - Core Operations,BC Centre for Excellence in HIV/AIDS,"Waterfall, Writing skills, Business analysis, Databases, SQL",Vancouver,BC,In Person,Not Applicable
Product Support Analyst - Database and ETL,Copperleaf Technologies Inc.,"Oracle, Enterprise software, Databases, SQL, AWS",Vancouver,BC,In Person,Not Applicable
Power BI Developer,Dawn InfoTek Inc.,"Power BI, Data modeling, SQL, Business analysis, Statistics",Toronto,ON,In Person,Not Applicable
data warehouse analyst,1st Call Industrial Ltd.,"XML, Visual Basic, Objective-C, Python, Windows",Mississauga,ON,In Person,Not Applicable
Social Media Analyst,BreezeMaxWeb,No SQL,Toronto,ON,In Person,Not Applicable
business systems analyst,Rubinza Inc.,"Python, Computer networking, Computer skills",Richmond Hill,ON,In Person,Not Applicable
Senior Business Analyst - Healthcare,Mariner Innovations,"ERP systems, No SQL",Remote,Remote,Remote,Senior
Program Analyst,Emterra Group,"Vendor management, Logistics, Project management, Project management software, No SQL",Oakville,ON,In Person,Not Applicable
"Senior Business Analyst, Scheduling (10-month contract)",The Salvation Army Canada and Bermuda,"Azure, Project management, Unit testing, Business requirements, No SQL",Toronto,ON,In Person,Senior
Maintenance Operations Analyst,Jazz Aviation LP,"Python, No SQL, Power BI, Data modeling, SQL",Halifax,NS,In Person,Not Applicable
"Performance Analyst, Contact Centre",ENERCARE,"Business intelligence, Sales, Customer service, R, Financial reporting",Markham,ON,In Person,Not Applicable
Geospatial Analyst,Government of Alberta,"ArcGIS, R, Statistics, Python, GIS",Edmonton,AB,In Person,Not Applicable
Senior Technical Analyst,Jeevan Technologies,"SFTP, SQL, Azure, Visual Basic, Kanban",Toronto,ON,In Person,Senior
Project Analyst,Town of Okotoks,"Azure, Filing, Office Suite, Supervising experience, Project management",Okotoks,AB,In Person,Not Applicable
Logistics Analyst,Labatt Breweries Canada,"Power BI, SQL, SAP, Supply chain, Logistics",Moncton,NB,In Person,Not Applicable
Senior Business Analyst,"Taro Pharmaceuticals INC, Canada","Python, SQL, Microsoft Access, Microsoft Outlook, Statistics",Brampton,ON,In Person,Senior
Reporting Analyst,G2S2 Capital Inc,"SQL, Office Suite",Halifax,NS,In Person,Not Applicable
Research Analyst,University of Toronto,"Python, No SQL, SAS, R, Research",Toronto,ON,In Person,Not Applicable
"Analyst, Low-Rise Asset Management",Greybrook,"SQL, Office Suite, Statistics, No SQL, Information management",Toronto,ON,In Person,Not Applicable
Business Insights Analyst,Acosta,"Python, SQL, Nielsen, Business analysis, Office Suite",Toronto,ON,In Person,Not Applicable
RESEARCH ANALYST 1,City of Toronto,"Python, SQL, Microsoft Access, Procurement, Visio",Toronto,ON,In Person,Not Applicable
ADMN O 24R - Policy Analyst,BC Public Service,"Research, Project management, Analytics",Abbotsford,BC,In Person,Not Applicable
Data Analyst Supervisor - MFL/GEO Pipeline In-Line Inspection,Entegra LLP,Statistics,Vaughan,ON,In Person,Not Applicable
"Capacity Planning Analyst, Workforce Management",Sun Life,"Pegasystems, Data modeling, Tableau, Databases, SQL",Waterloo,ON,In Person,Not Applicable
"Capacity Planning Analyst, Workforce Management",Sun Life,"Pegasystems, Data modeling, Tableau, Databases, SQL",Waterloo,QC,In Person,Not Applicable
Parts Inventory Analyst,TCAT Div of Toromont Industries Ltd,"Power BI, SQL, Inventory control, Sales, Python",Concord,ON,In Person,Not Applicable
"Business Analyst, ServiceNow, Scotiabank",Scotiabank,"Waterfall, Project management, Presentation skills, ServiceNow, Agile",Toronto,ON,In Person,Not Applicable
Data & Analytics - Senior Data Visualization Engineer,Aritzia,"Power BI, Tableau, Cloud development, UX, Data visualization",Vaughan,ON,In Person,Senior
Deal Desk and Channel Analyst,Absolute Software,"SQL, Sales, Statistics, NetSuite, Computer networking",Remote,Remote,Remote,Not Applicable
Asset Investment Analyst,Toronto Hydro,"Microsoft Access, Relational databases, R, Alteryx, Visio",Toronto,ON,In Person,Not Applicable
Commercial Analyst,Ebury,"CRM software, Tableau, SQL, Sales, Python",Toronto,ON,In Person,Not Applicable
Research Data Coordinator and Analyst,University of Alberta,"Tableau, Statistical software, R, Statistics, Research",Edmonton,AB,In Person,Not Applicable
Business Analyst,Emergitel,"Bilingual, Tableau, Business analysis, Process improvement, Python",Montreal,QC,In Person,Not Applicable
Energy Systems Operation Analyst,Renteknik Group Inc.,"No SQL, AutoCAD, SQL, Microsoft Access, Microsoft Outlook",Burlington,ON,In Person,Not Applicable
Business Analyst,LandSolutions Inc,"Power BI, Oracle, Business analysis, Statistics, Telecommunication",Toronto,ON,In Person,Not Applicable
"Business Analyst, Workday",Element Fleet Management,"Jira, Python, SQL, Office Suite, Project management",Mississauga,ON,In Person,Not Applicable
Business Analyst,OGGN Inc.,"Business analysis, Statistics, Analytics",Ottawa,ON,In Person,Not Applicable
Supply Chain Analyst,Trojan Technologies,"Power BI, SQL, Kanban, Writing skills, Supply chain",London,ON,In Person,Not Applicable
Business Analyst,University of Alberta,"CRM software, Business analysis, Statistics, No SQL",Edmonton,AB,In Person,Not Applicable
"Analyst, Global Investment Banking, Global Diversified Industries",CIBC,"Python, Tableau, Computer operation, SQL, Financial auditing",Toronto,ON,In Person,Not Applicable
IT Cost Business Analyst,Ingersoll Rand,"SQL, SAP, No SQL",Barrie,ON,In Person,Not Applicable
"Privacy Analyst, Business Effectiveness",CIBC,"Tableau, SQL, Microsoft Outlook, Office Suite, Loss prevention",Toronto,ON,In Person,Not Applicable
Business Analyst,Teleperformance,"Sales support, SQL, Sales, SQL, Statistical analysis",Toronto,ON,In Person,Not Applicable
"Specialist, Business Intelligence Data Warehouse",Island Health,"Cognos, Data modeling, XML, SQL, Databases",Victoria,BC,In Person,Not Applicable
"Specialist, Business Intelligence Data Warehouse",Island Health,"Cognos, Data modeling, XML, SQL, Databases",Victoria,NL,In Person,Not Applicable
"Specialist, Business Intelligence Data Warehouse",Island Health,"Cognos, Data modeling, XML, SQL, Databases",Victoria,MB,In Person,Not Applicable
Sr. Business Analyst,Electronic Arts,"Power BI, Azure, Google Cloud Platform, Tableau, Databases",Vancouver,BC,In Person,Not Applicable
Senior Business Process Analyst,BC Financial Services Authority,"Visio, Statistics, Presentation skills, Recruiting, Business requirements",Vancouver,BC,In Person,Senior
"Lead, Manufacturing Analyst",Vista,"SQL, Supply chain, R, SQL, Tableau",Lakeshore,ON,In Person,Not Applicable
"Lead, Manufacturing Analyst",Vista,"SQL, Supply chain, R, SQL, Tableau",Lakeshore,MB,In Person,Not Applicable
Business Analyst - ERP,OSI Maritime Systems,"Power BI, System administration, SQL, Supply chain, ERP systems",Burnaby,BC,In Person,Not Applicable
database analyst,Exioms Canada,Python,Mississauga,ON,In Person,Not Applicable
Systems Analyst,St. Paul Education,"Microsoft Windows Server, VoIP, Database management, Project management, Project management methodology",St. Paul,AB,In Person,Not Applicable
Business Systems Analyst,TransLink,"Azure, Enterprise software, DevOps, Weblogic, SQL",Vancouver,BC,In Person,Not Applicable
"Analyst, Business Systems",Fraser Health,"Research, Project management, Business requirements, Leadership, Information management",Surrey,BC,In Person,Not Applicable
market research analyst,NUTRIZA INC.,"Sales, Python",North York,ON,In Person,Not Applicable
Senior Strategic Business Analyst,Alberta Pensions Services Corporation (APS),"Public speaking, Change management, Presentation skills, Agile, Budgeting",Edmonton,AB,In Person,Senior
"Business Systems Analyst (Travel and Expense) - Mississauga, CAD- W2",Techprism.inc,"Jira, Writing skills, Mobile applications, R, Statistics",Mississauga,ON,In Person,Not Applicable
database analyst,ZOMI Technology Ltd.,Python,Vancouver,BC,In Person,Not Applicable
Functional Analyst,Desjardins,"Tableau, SAS, Python, Drafting, Control-M",Montreal,QC,In Person,Not Applicable
Research Analyst,Ballad Consulting Group,"Adobe Photoshop, SQL, Writing skills, Adobe Illustrator, Research",Edmonton,AB,In Person,Not Applicable
data analyst - informatics and systems,Belloy Geologists,"CSS, Python, Windows, Office Suite, Databases",Calgary,AB,In Person,Not Applicable
Business Analyst - SAP Concur,Altis Recruitment,"SAP, ERP systems, Python, Office Suite, Project management",Toronto,ON,In Person,Not Applicable
CFD Analyst,Enerkem Inc.,"Bilingual, Tableau, Mechanical engineering, Python, Presentation skills",Sherbrooke,QC,In Person,Not Applicable
Business Analyst,Net Solutions India,"Statistics, Product management, User acceptance testing, Agile, Business requirements",Toronto,ON,In Person,Not Applicable
HR Technology Lead and Data Analyst,City of Barrie,"Python, SAP SuccessFactors, SQL, Microsoft Access, Microsoft Outlook",Barrie,ON,In Person,Not Applicable
database analyst,NRIT Consulting,Python,Calgary,AB,In Person,Not Applicable
database analyst,Rish Consulting,Python,Calgary,AB,In Person,Not Applicable
Programmer Analyst,University of British Columbia,"Power BI, SQL, Business intelligence, Visual Basic, Relational databases",Vancouver,BC,In Person,Not Applicable
artificial intelligence (AI) analyst,JAAJ Consultancy Services Inc.,"MATLAB, SQL, Big data, R, Laboratory experience",Milton,ON,In Person,Not Applicable
Senior Business Analyst,Ivey Business School Foundation,"Data modeling, Relational databases, Business analysis, Research, SQL",London,ON,In Person,Senior
"Portfolio Management Analyst, Quantitative Equity","Connor, Clark & Lunn Financial Group",SQL,Vancouver,BC,In Person,Not Applicable
Intermediate Business Analyst,Home Trust Company,"Bilingual, Data modeling, Customer service, Visio, Office Suite",Toronto,ON,In Person,Mid
Power Market Analyst - 24321,Enverus,"Sales, Project planning, Statistics, SQL, Agile",Calgary,AB,In Person,Not Applicable
Operations Technical Analyst,"Raymond James Financial, Inc.","Power BI, SQL, Writing skills, Statistics, Office Suite",Vancouver,BC,In Person,Not Applicable
Risk & Payments Data Analyst/Analyste de DonnÃƒÆ’Ã‚Â©es Risques & Paiements,Plusgrade,"Computer science, SQL, Schematics, Alteryx, Statistics",Montreal,QC,In Person,Not Applicable
Sr. Business Analyst,Transatlantic Business Consulting Inc.,"Software deployment, LAN, WAN, Computer networking",Ottawa,ON,In Person,Not Applicable
Analyste des rapports sur les Investissements,OMERS,"Python, Investment, Power BI, SQL, SQL",Toronto,ON,In Person,Not Applicable
"Analyst, Marketing Analytics",Klick Health,"Google Tag Manager, Statistics, Tableau, SQL, Statistical analysis",Toronto,ON,In Person,Not Applicable
ECON 24R - Economic Analyst,BC Public Service,"Statistical software, Statistics, Power BI, R, Statistics",Victoria,BC,In Person,Not Applicable
ECON 24R - Economic Analyst,BC Public Service,"Statistical software, Statistics, Power BI, R, Statistics",Victoria,NL,In Person,Not Applicable
ECON 24R - Economic Analyst,BC Public Service,"Statistical software, Statistics, Power BI, R, Statistics",Victoria,MB,In Person,Not Applicable
Business Development Analyst,Source Energy Services Canada LP,"SQL, Oil & gas, Logistics, Office Suite, Statistics",Calgary,AB,In Person,Not Applicable
Evergreen - Business Analyst - Winnipeg (Remote for Winnipeg),Togetherwork Talent Community,"Kanban, Statistics, Scrum, Agile, Business requirements",Winnipeg,MB,In Person,Not Applicable
"Data Integrity Analyst, Surgical Program (NSQIP)",Humber River Health,"Python, SQL, Microsoft Access, Writing skills, Office Suite",Toronto,ON,In Person,Not Applicable
24-144 Business Solutions Analyst,The City of Maple Ridge,"Computer science, Business requirements",Maple Ridge,BC,In Person,Not Applicable
Category Business Analyst ( Evergreen),Canadian Tire Corporation,"Presentation skills, Retail management, Analytics",Toronto,ON,In Person,Not Applicable
business data analyst,SSMC BUSINESS SOLUTIONS INC.,Python,Surrey,BC,In Person,Not Applicable
Senior Fraud Data Analyst,Intact,"Bilingual, Power BI, SQL, SAS, SQL",Montreal,QC,In Person,Senior
Senior Technical Business Analyst,Canadian Cancer Society,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",Vancouver,BC,In Person,Senior
Frito Lay Canada Business Analyst (Contract),PepsiCo,"Python, SQL, Oracle, Procurement, SAP",Lethbridge,AB,In Person,Not Applicable
Analyste spÃƒÆ’Ã‚Â©cialisÃƒÆ’Ã‚Â© en informatique - CybersÃƒÆ’Ã‚Â©curitÃƒÆ’Ã‚Â©/ Specialized Data Analyst,Ungava Tulattavik Health Center,"Bilingual, Tableau, Python, Chef",Quebec,QC,In Person,Not Applicable
data analyst - informatics and systems,Colours of Punjabi Event Organization Inc.,"SQL, Python, Windows, Office Suite, Computer skills",Surrey,BC,In Person,Not Applicable
"Senior Data Analyst, Pricing and Finance",ServiceTitan,"Pricing, SQL, Big data, Salesforce, Tableau",British Columbia,BC,In Person,Senior
Business Support Systems Analyst,Eastlink,"Agile, No SQL",Halifax,NS,In Person,Not Applicable
database analyst,INNTECH FUTURE INC.,"Microsoft Access, Oracle, R, SQL, Python",Beaumont,AB,In Person,Not Applicable
Central Planning Analyst,T&T Supermarket,"Agile, SQL, Cantonese, ERP systems, Statistics",Markham,ON,In Person,Not Applicable
Program and Budget Associate Analyst,Canon Canada,"SQL, Oracle, Office Suite, Statistics, Time management",Brampton,ON,In Person,Not Applicable
"Analyst, Supply Chain Replenishment",Loblaw Companies Limited,"SQL, SAP, Supply chain, Workday",Toronto,ON,In Person,Not Applicable
Business System Analyst,Intelliware,"Jira, Azure, Business analysis, Databases, SQL",Toronto,ON,In Person,Not Applicable
Senior Business Analyst,eHealth Saskatchewan,"Project management, IT, Business requirements",Saskatchewan,SK,In Person,Senior
Supply Chain Analyst,Trojan Technologies,"SQL, Kanban, Writing skills, Presentation skills, Demand planning",London,ON,In Person,Not Applicable
database analyst,Vyoma Global Inc.,Python,North York,ON,In Person,Not Applicable
"Analyst, Reliability",Porter Airlines Inc.,"SQL, Microsoft Access, R, Tableau, Statistics",Toronto,ON,In Person,Not Applicable
"Data Analyst, Clinical Division, Provincial Lab Data Analytics - Provincial Laboratory Medicine Services (PLMS)",PHSA,"Statistical software, Statistics, Cognos, Oracle, Data mining",Vancouver,BC,In Person,Not Applicable
Senior Systems Analyst,IG Wealth Management,"R, Statistics, Application development, SQL, Quality assurance",Toronto,ON,In Person,Senior
"Analyst, Network-GIS-NS&UC S",Apotex Inc.,"Python, QoS, SQL, Microsoft Outlook, Avaya",North York,ON,In Person,Not Applicable
Business Analyst,IT Chapter,"Bilingual, Tableau, Business analysis, Python, Statistics",Ottawa,ON,In Person,Not Applicable
Senior IT Business Analyst,Spark Power,"Oracle, SAP, Spark, NetSuite, Visio",Oakville,ON,In Person,Senior
"analyst, database",Maverick Innogarage Inc,Python,Bowmanville,ON,In Person,Not Applicable
Power Platform Developer (Business Analyst 2),City of Burnaby,"SharePoint, IT, Business requirements, PowerShell",Burnaby,BC,In Person,Not Applicable
Senior Business Analyst,Fraser Health,Business requirements,Surrey,BC,In Person,Senior
Master Data & Supply Chain Solutions Analyst (12 Month Contract),Nestle Operational Services Worldwide SA,"Bilingual, Tableau, SQL, Customer service, SAP",Montreal,QC,In Person,Not Applicable
Salesforce Technical Business Analyst,fusionSpan,"Jira, Salesforce, Business analysis, Accounting, Business requirements",Remote,Remote,Remote,Not Applicable
Policy Analyst,BC First Nations Justice Council,"Program management, Management, Research, Statistics, Presentation skills",British Columbia,BC,In Person,Not Applicable
Business Systems Analyst (Digital Investing),Questrade Financial Group,"Jira, Investment, Power BI, SQL, Confluence",Toronto,ON,In Person,Not Applicable
Research Analyst Student (RAS-0724-T),New Path Youth and Family Services,"Tableau, Power BI, SQL, Data mining, Customer service",Barrie,ON,In Person,Not Applicable
Application Support Analyst,Fidelity Investments,"Customer service, Salesforce, Business analysis, Statistics, Financial services",Toronto,ON,In Person,Not Applicable
Pricing Analyst,Alliance Door Products,"Pricing, SQL, Microsoft Outlook, Statistics, Project management",Calgary,AB,In Person,Not Applicable
Forecast Business Analyst,Scarsin,"Python, SQL, Business intelligence, No SQL, Data warehouse",Uxbridge,ON,In Person,Not Applicable
"Analyst, Workforce Planning",Element Fleet Management,"Power BI, SQL, Statistics, Office Suite, Presentation skills",Mississauga,ON,In Person,Not Applicable
database analyst,Burnaby Digital Media Inc,Python,Regina,SK,In Person,Not Applicable
BI Engineer,Parallels,"Power BI, Data modeling, Business intelligence, Tableau, PostgreSQL",Toronto,ON,In Person,Not Applicable
Sr. Business Analyst ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Liquidity Reporting,CGI,"Jira, Data mining, SQL, Project management, Confluence",Toronto,ON,In Person,Not Applicable
"Supply Chain Master Data Analyst (Hybrid: Calgary, AB) - Hybrid",Enbridge Contingent Talent Community,"Power BI, SQL, Oracle, Accounts payable, Customer service",Calgary,AB,In Person,Not Applicable
database analyst,Rainbook Enterprise Inc,Python,Richmond,BC,In Person,Not Applicable
